"emp_no","title","from_date","to_date"
436033,"Engineer","1989-12-02","1994-12-02"
436033,"Senior Engineer","1994-12-02","9999-01-01"
436034,"Engineer","1988-01-25","1989-10-21"
436035,"Staff","1998-06-09","9999-01-01"
436036,"Senior Staff","1992-06-10","9999-01-01"
436037,"Senior Staff","2000-08-18","9999-01-01"
436037,"Staff","1991-08-19","2000-08-18"
436038,"Senior Staff","1997-07-31","9999-01-01"
436039,"Staff","1989-06-18","1991-11-22"
436040,"Senior Staff","1996-06-17","9999-01-01"
436040,"Staff","1991-06-18","1996-06-17"
436041,"Engineer","1985-11-28","1990-11-28"
436041,"Senior Engineer","1990-11-28","9999-01-01"
436042,"Senior Staff","1994-11-20","9999-01-01"
436042,"Staff","1986-11-20","1994-11-20"
436043,"Technique Leader","1985-12-21","1992-05-27"
436044,"Technique Leader","1992-02-09","1997-01-08"
436045,"Engineer","1991-04-18","1996-04-17"
436045,"Senior Engineer","1996-04-17","2001-05-16"
436046,"Technique Leader","1997-10-18","2001-04-25"
436047,"Senior Staff","1997-03-22","9999-01-01"
436047,"Staff","1990-03-22","1997-03-22"
436048,"Staff","1994-06-22","9999-01-01"
436049,"Staff","1997-09-12","9999-01-01"
436050,"Assistant Engineer","1990-03-07","1997-03-07"
436050,"Engineer","1997-03-07","9999-01-01"
436051,"Senior Staff","1989-03-03","9999-01-01"
436052,"Engineer","1990-11-09","1997-11-09"
436052,"Senior Engineer","1997-11-09","9999-01-01"
436053,"Senior Staff","1987-07-01","9999-01-01"
436054,"Engineer","1996-01-31","9999-01-01"
436055,"Technique Leader","1985-09-01","1995-11-11"
436056,"Senior Staff","1991-04-17","9999-01-01"
436057,"Engineer","1997-04-24","9999-01-01"
436058,"Senior Engineer","1993-07-03","9999-01-01"
436059,"Senior Engineer","1992-06-03","9999-01-01"
436060,"Senior Staff","1999-12-31","2002-01-06"
436060,"Staff","1992-12-30","1999-12-31"
436061,"Engineer","1993-12-03","1998-12-03"
436061,"Senior Engineer","1998-12-03","9999-01-01"
436062,"Senior Staff","1994-08-02","9999-01-01"
436062,"Staff","1986-08-02","1994-08-02"
436063,"Senior Staff","1990-02-20","9999-01-01"
436063,"Staff","1985-02-20","1990-02-20"
436064,"Engineer","1987-07-08","1996-07-07"
436064,"Senior Engineer","1996-07-07","9999-01-01"
436065,"Senior Staff","1995-10-11","1995-10-29"
436066,"Engineer","1999-10-20","9999-01-01"
436067,"Engineer","1995-05-14","9999-01-01"
436068,"Engineer","1995-07-31","1995-08-17"
436069,"Engineer","1985-10-30","1992-10-30"
436069,"Senior Engineer","1992-10-30","9999-01-01"
436070,"Staff","1999-05-21","9999-01-01"
436071,"Senior Staff","1996-11-17","9999-01-01"
436072,"Staff","1998-09-05","9999-01-01"
436073,"Assistant Engineer","1987-03-10","1993-03-09"
436073,"Engineer","1993-03-09","1999-03-09"
436073,"Senior Engineer","1999-03-09","9999-01-01"
436074,"Engineer","1991-02-07","1999-02-07"
436074,"Senior Engineer","1999-02-07","9999-01-01"
436075,"Engineer","1996-04-19","2000-08-15"
436076,"Senior Staff","1992-12-24","9999-01-01"
436077,"Senior Staff","1991-02-11","9999-01-01"
436077,"Staff","1985-02-11","1991-02-11"
436078,"Senior Staff","1995-09-06","9999-01-01"
436078,"Staff","1989-09-06","1995-09-06"
436079,"Engineer","1989-09-22","1996-08-21"
436080,"Senior Staff","1995-06-20","1999-11-03"
436081,"Engineer","1997-07-13","9999-01-01"
436082,"Staff","1996-04-20","2001-01-13"
436083,"Staff","1996-12-24","1998-02-01"
436084,"Senior Staff","1989-02-13","9999-01-01"
436085,"Senior Staff","1991-01-27","2001-04-14"
436085,"Staff","1986-01-27","1991-01-27"
436086,"Technique Leader","1997-01-03","9999-01-01"
436087,"Staff","1998-10-19","9999-01-01"
436088,"Senior Engineer","1993-07-15","9999-01-01"
436089,"Assistant Engineer","1996-01-21","9999-01-01"
436090,"Senior Staff","2001-06-04","9999-01-01"
436090,"Staff","1996-06-04","2001-06-04"
436091,"Senior Staff","1997-01-08","2002-06-26"
436091,"Staff","1990-01-08","1997-01-08"
436092,"Senior Engineer","1999-08-31","9999-01-01"
436093,"Senior Staff","1999-07-21","9999-01-01"
436093,"Staff","1991-07-21","1999-07-21"
436094,"Engineer","1987-10-31","1993-10-30"
436094,"Senior Engineer","1993-10-30","9999-01-01"
436095,"Engineer","1993-05-16","1999-05-16"
436095,"Senior Engineer","1999-05-16","9999-01-01"
436096,"Technique Leader","1987-02-21","2002-06-26"
436097,"Senior Staff","1990-10-26","9999-01-01"
436097,"Staff","1985-10-26","1990-10-26"
436098,"Engineer","1997-07-19","2002-07-19"
436098,"Senior Engineer","2002-07-19","9999-01-01"
436099,"Staff","1998-12-06","9999-01-01"
436100,"Senior Staff","1992-05-14","9999-01-01"
436100,"Staff","1985-05-14","1992-05-14"
436101,"Engineer","1997-12-18","9999-01-01"
436102,"Engineer","1998-07-17","9999-01-01"
436103,"Staff","1998-10-12","9999-01-01"
436104,"Staff","1999-08-12","2001-04-13"
436105,"Senior Engineer","1993-09-17","9999-01-01"
436106,"Senior Engineer","1990-05-04","9999-01-01"
436107,"Engineer","1989-07-28","1998-07-28"
436107,"Senior Engineer","1998-07-28","9999-01-01"
436108,"Engineer","1991-05-05","1997-05-04"
436108,"Senior Engineer","1997-05-04","9999-01-01"
436109,"Staff","1996-05-13","9999-01-01"
436110,"Staff","1999-09-07","9999-01-01"
436111,"Senior Staff","2002-01-17","9999-01-01"
436111,"Staff","1993-01-17","2002-01-17"
436112,"Engineer","1987-05-23","1993-05-22"
436112,"Senior Engineer","1993-05-22","9999-01-01"
436113,"Engineer","1999-02-01","2001-12-02"
436114,"Engineer","1998-10-28","9999-01-01"
436115,"Engineer","1985-07-15","1992-07-15"
436115,"Senior Engineer","1992-07-15","9999-01-01"
436116,"Senior Staff","1997-12-17","9999-01-01"
436116,"Staff","1990-12-17","1997-12-17"
436117,"Senior Engineer","1985-07-18","1991-01-06"
436118,"Engineer","1985-12-02","1992-12-02"
436118,"Senior Engineer","1992-12-02","9999-01-01"
436119,"Senior Staff","1994-08-03","9999-01-01"
436119,"Staff","1987-08-03","1994-08-03"
436120,"Assistant Engineer","1998-01-26","9999-01-01"
436121,"Senior Staff","1999-10-01","9999-01-01"
436121,"Staff","1993-10-01","1999-10-01"
436122,"Engineer","1989-11-27","1995-11-27"
436122,"Senior Engineer","1995-11-27","9999-01-01"
436123,"Engineer","1988-09-22","1996-09-22"
436123,"Senior Engineer","1996-09-22","9999-01-01"
436124,"Engineer","1986-09-04","1991-09-04"
436124,"Senior Engineer","1991-09-04","9999-01-01"
436125,"Staff","1996-11-05","1997-12-29"
436126,"Senior Staff","1998-01-27","9999-01-01"
436126,"Staff","1990-01-27","1998-01-27"
436127,"Senior Staff","1993-03-04","9999-01-01"
436127,"Staff","1985-03-04","1993-03-04"
436128,"Staff","1996-10-22","9999-01-01"
436129,"Senior Engineer","1994-12-19","9999-01-01"
436130,"Engineer","1988-09-08","1993-09-08"
436130,"Senior Engineer","1993-09-08","9999-01-01"
436131,"Assistant Engineer","1985-02-27","1990-02-27"
436131,"Engineer","1990-02-27","1995-02-27"
436131,"Senior Engineer","1995-02-27","9999-01-01"
436132,"Engineer","1993-11-28","1998-11-28"
436132,"Senior Engineer","1998-11-28","9999-01-01"
436133,"Staff","1999-03-11","2000-09-07"
436134,"Senior Engineer","1993-04-14","9999-01-01"
436135,"Senior Staff","1998-01-01","9999-01-01"
436135,"Staff","1992-01-02","1998-01-01"
436136,"Technique Leader","1993-12-01","9999-01-01"
436137,"Senior Staff","1992-10-09","9999-01-01"
436137,"Staff","1986-10-10","1992-10-09"
436138,"Staff","1998-08-26","9999-01-01"
436139,"Staff","1989-09-30","1994-02-28"
436140,"Senior Staff","1992-11-16","9999-01-01"
436140,"Staff","1987-11-17","1992-11-16"
436141,"Senior Staff","1991-06-13","9999-01-01"
436142,"Assistant Engineer","1992-01-31","1999-01-31"
436142,"Engineer","1999-01-31","9999-01-01"
436143,"Senior Staff","2002-07-31","9999-01-01"
436143,"Staff","1994-07-31","2002-07-31"
436144,"Engineer","1985-07-20","1992-07-20"
436144,"Senior Engineer","1992-07-20","9999-01-01"
436145,"Senior Staff","1999-09-11","9999-01-01"
436145,"Staff","1993-09-11","1999-09-11"
436146,"Senior Staff","1996-04-04","9999-01-01"
436146,"Staff","1989-04-05","1996-04-04"
436147,"Staff","1997-08-04","2002-06-02"
436148,"Senior Staff","1993-12-12","9999-01-01"
436148,"Staff","1986-12-12","1993-12-12"
436149,"Senior Staff","1993-03-16","9999-01-01"
436150,"Senior Staff","1996-11-27","9999-01-01"
436150,"Staff","1991-11-28","1996-11-27"
436151,"Engineer","1995-10-01","2000-09-30"
436151,"Senior Engineer","2000-09-30","9999-01-01"
436152,"Senior Staff","1995-10-30","1999-11-30"
436152,"Staff","1987-10-30","1995-10-30"
436153,"Assistant Engineer","1999-09-16","9999-01-01"
436154,"Engineer","1992-06-30","1998-06-30"
436154,"Senior Engineer","1998-06-30","9999-01-01"
436155,"Engineer","1998-01-20","9999-01-01"
436156,"Assistant Engineer","1999-11-18","9999-01-01"
436157,"Senior Engineer","1993-07-20","9999-01-01"
436158,"Engineer","1985-06-04","1992-06-04"
436158,"Senior Engineer","1992-06-04","9999-01-01"
436159,"Technique Leader","1998-01-16","9999-01-01"
436160,"Staff","1998-10-02","1999-03-18"
436161,"Engineer","1998-12-27","9999-01-01"
436162,"Assistant Engineer","1993-06-11","2000-06-11"
436162,"Engineer","2000-06-11","9999-01-01"
436163,"Senior Staff","1994-08-16","9999-01-01"
436163,"Staff","1986-08-16","1994-08-16"
436164,"Senior Engineer","1988-02-20","9999-01-01"
436165,"Technique Leader","1996-05-24","9999-01-01"
436166,"Engineer","1992-08-20","1993-07-12"
436167,"Engineer","1991-04-10","2000-04-09"
436167,"Senior Engineer","2000-04-09","9999-01-01"
436168,"Engineer","1995-10-29","9999-01-01"
436169,"Engineer","1988-10-31","1996-10-31"
436169,"Senior Engineer","1996-10-31","9999-01-01"
436170,"Senior Staff","1993-11-20","9999-01-01"
436171,"Senior Staff","1994-05-05","9999-01-01"
436171,"Staff","1988-05-05","1994-05-05"
436172,"Senior Staff","1998-01-01","9999-01-01"
436173,"Engineer","1989-07-05","1998-07-05"
436173,"Senior Engineer","1998-07-05","9999-01-01"
436174,"Technique Leader","1988-08-16","1991-03-08"
436175,"Engineer","1989-12-03","1994-12-03"
436175,"Senior Engineer","1994-12-03","9999-01-01"
436176,"Senior Staff","1999-02-12","9999-01-01"
436176,"Staff","1991-02-12","1999-02-12"
436177,"Technique Leader","1988-10-17","9999-01-01"
436178,"Technique Leader","1986-08-01","9999-01-01"
436179,"Senior Staff","1999-05-03","9999-01-01"
436179,"Staff","1990-05-03","1999-05-03"
436180,"Engineer","1991-03-31","1997-03-30"
436180,"Senior Engineer","1997-03-30","9999-01-01"
436181,"Staff","1998-03-18","9999-01-01"
436182,"Staff","1998-06-13","1999-01-06"
436183,"Senior Staff","1989-11-10","9999-01-01"
436184,"Senior Staff","1998-05-04","9999-01-01"
436184,"Staff","1989-05-04","1998-05-04"
436185,"Senior Staff","1999-11-21","9999-01-01"
436185,"Staff","1993-11-21","1999-11-21"
436186,"Engineer","1986-08-11","1995-08-11"
436186,"Senior Engineer","1995-08-11","9999-01-01"
436187,"Senior Staff","1999-09-04","9999-01-01"
436188,"Technique Leader","1986-08-13","9999-01-01"
436189,"Staff","1998-06-25","2000-12-03"
436190,"Engineer","1997-07-11","9999-01-01"
436191,"Engineer","1987-05-20","1994-05-20"
436191,"Senior Engineer","1994-05-20","9999-01-01"
436192,"Senior Engineer","1998-01-22","1999-05-03"
436193,"Staff","1998-06-11","9999-01-01"
436194,"Technique Leader","2000-01-16","9999-01-01"
436195,"Senior Staff","2001-08-17","9999-01-01"
436195,"Staff","1996-08-17","2001-08-17"
436196,"Engineer","1988-04-25","1996-04-25"
436196,"Senior Engineer","1996-04-25","9999-01-01"
436197,"Senior Staff","1992-11-18","9999-01-01"
436198,"Engineer","1994-07-12","2000-07-11"
436198,"Senior Engineer","2000-07-11","9999-01-01"
436199,"Staff","1997-08-04","9999-01-01"
436200,"Engineer","1988-02-20","1997-02-19"
436200,"Senior Engineer","1997-02-19","9999-01-01"
436201,"Engineer","1990-11-28","1995-07-23"
436202,"Senior Staff","1998-10-10","9999-01-01"
436202,"Staff","1993-10-10","1998-10-10"
436203,"Senior Staff","1999-01-18","9999-01-01"
436203,"Staff","1992-01-18","1999-01-18"
436204,"Senior Staff","1991-04-21","9999-01-01"
436205,"Engineer","1986-07-16","1993-07-16"
436205,"Senior Engineer","1993-07-16","9999-01-01"
436206,"Senior Staff","1995-08-04","9999-01-01"
436206,"Staff","1987-08-04","1995-08-04"
436207,"Engineer","1997-09-13","9999-01-01"
436208,"Senior Staff","1999-01-15","9999-01-01"
436208,"Staff","1991-01-15","1999-01-15"
436209,"Assistant Engineer","1988-09-26","1993-09-26"
436209,"Engineer","1993-09-26","1998-09-26"
436209,"Senior Engineer","1998-09-26","9999-01-01"
436210,"Staff","1994-04-02","1998-07-15"
436211,"Engineer","1996-06-05","9999-01-01"
436212,"Staff","1997-01-12","9999-01-01"
436213,"Engineer","1994-02-12","1999-02-12"
436213,"Senior Engineer","1999-02-12","9999-01-01"
436214,"Senior Engineer","1998-05-29","9999-01-01"
436215,"Senior Staff","1999-08-23","9999-01-01"
436215,"Staff","1994-08-23","1999-08-23"
436216,"Staff","1998-08-12","2001-02-10"
436217,"Engineer","1991-02-25","1996-02-25"
436217,"Senior Engineer","1996-02-25","9999-01-01"
436218,"Engineer","1996-07-01","9999-01-01"
436219,"Engineer","1996-11-23","9999-01-01"
436220,"Engineer","1992-01-08","1997-01-07"
436220,"Senior Engineer","1997-01-07","9999-01-01"
436221,"Senior Engineer","1987-07-13","9999-01-01"
436222,"Senior Staff","1994-07-03","9999-01-01"
436222,"Staff","1987-07-03","1994-07-03"
436223,"Engineer","1985-03-11","1989-01-30"
436224,"Assistant Engineer","1994-06-17","2000-06-16"
436224,"Engineer","2000-06-16","9999-01-01"
436225,"Senior Engineer","1986-05-22","9999-01-01"
436226,"Engineer","1998-08-19","9999-01-01"
436227,"Senior Engineer","1997-02-22","9999-01-01"
436228,"Staff","1995-04-24","1997-04-30"
436229,"Senior Engineer","1997-10-14","9999-01-01"
436230,"Engineer","1997-09-08","9999-01-01"
436231,"Engineer","1985-05-31","1989-02-13"
436232,"Engineer","1999-12-20","9999-01-01"
436233,"Engineer","1988-09-18","1994-09-18"
436233,"Senior Engineer","1994-09-18","9999-01-01"
436234,"Engineer","1985-10-08","1990-10-08"
436234,"Senior Engineer","1990-10-08","9999-01-01"
436235,"Staff","1999-02-06","9999-01-01"
436236,"Technique Leader","1999-09-30","9999-01-01"
436237,"Senior Staff","1988-03-31","9999-01-01"
436238,"Engineer","1991-08-09","1993-04-08"
436239,"Senior Staff","2000-03-02","2001-10-17"
436239,"Staff","1995-03-03","2000-03-02"
436240,"Staff","1991-09-21","1992-12-26"
436241,"Engineer","1994-05-23","2002-05-23"
436241,"Senior Engineer","2002-05-23","9999-01-01"
436242,"Staff","1991-01-06","1996-07-24"
436243,"Senior Staff","1994-10-27","9999-01-01"
436243,"Staff","1988-10-27","1994-10-27"
436244,"Senior Engineer","1995-08-18","1997-12-12"
436245,"Engineer","1990-03-06","1997-03-06"
436245,"Senior Engineer","1997-03-06","9999-01-01"
436246,"Senior Staff","1997-10-14","9999-01-01"
436246,"Staff","1992-10-14","1997-10-14"
436247,"Engineer","1991-12-30","1997-12-29"
436247,"Senior Engineer","1997-12-29","9999-01-01"
436248,"Engineer","1985-09-29","1992-09-29"
436248,"Senior Engineer","1992-09-29","2000-01-22"
436249,"Senior Staff","1989-04-13","9999-01-01"
436250,"Senior Staff","1998-12-23","1999-06-14"
436250,"Staff","1989-12-23","1998-12-23"
436251,"Engineer","1992-12-01","1997-03-31"
436252,"Engineer","1999-02-18","9999-01-01"
436253,"Engineer","1990-05-15","1997-05-15"
436253,"Senior Engineer","1997-05-15","9999-01-01"
436254,"Senior Staff","1996-08-17","9999-01-01"
436254,"Staff","1988-08-17","1996-08-17"
436255,"Engineer","1992-07-21","1998-07-21"
436255,"Senior Engineer","1998-07-21","9999-01-01"
436256,"Engineer","1987-11-18","1996-11-17"
436256,"Senior Engineer","1996-11-17","9999-01-01"
436257,"Senior Staff","1999-10-24","9999-01-01"
436257,"Staff","1994-10-24","1999-10-24"
436258,"Senior Staff","1995-12-10","9999-01-01"
436258,"Staff","1988-12-09","1995-12-10"
436259,"Engineer","1990-07-02","1999-07-02"
436259,"Senior Engineer","1999-07-02","2001-06-12"
436260,"Senior Staff","1996-08-13","9999-01-01"
436261,"Senior Engineer","1994-03-29","9999-01-01"
436262,"Engineer","1987-04-09","1992-04-08"
436262,"Senior Engineer","1992-04-08","9999-01-01"
436263,"Engineer","1998-07-07","9999-01-01"
436264,"Technique Leader","1993-03-26","1996-11-27"
436265,"Engineer","1992-07-16","2000-07-16"
436265,"Senior Engineer","2000-07-16","9999-01-01"
436266,"Engineer","1995-08-28","9999-01-01"
436267,"Senior Staff","2002-05-31","9999-01-01"
436267,"Staff","1994-05-31","2002-05-31"
436268,"Senior Engineer","1989-08-25","9999-01-01"
436269,"Assistant Engineer","1986-08-27","1994-08-27"
436269,"Engineer","1994-08-27","1999-09-18"
436270,"Senior Staff","2001-03-20","9999-01-01"
436270,"Staff","1994-03-20","2001-03-20"
436271,"Senior Staff","1998-07-16","9999-01-01"
436271,"Staff","1992-07-16","1998-07-16"
436272,"Staff","1996-06-10","9999-01-01"
436273,"Senior Staff","1991-06-10","9999-01-01"
436274,"Senior Staff","1991-06-06","9999-01-01"
436274,"Staff","1985-06-06","1991-06-06"
436275,"Assistant Engineer","1989-04-26","1996-04-26"
436275,"Engineer","1996-04-26","9999-01-01"
436276,"Engineer","1999-05-24","9999-01-01"
436277,"Staff","1996-05-20","2001-02-19"
436278,"Senior Engineer","1993-03-25","9999-01-01"
436279,"Engineer","1988-10-03","1994-10-03"
436279,"Senior Engineer","1994-10-03","1998-04-09"
436280,"Senior Staff","1993-04-08","1997-09-23"
436281,"Senior Staff","2000-09-26","9999-01-01"
436281,"Staff","1995-09-27","2000-09-26"
436282,"Engineer","1993-11-20","9999-01-01"
436283,"Engineer","1987-10-31","1996-10-30"
436283,"Senior Engineer","1996-10-30","9999-01-01"
436284,"Staff","1997-09-20","9999-01-01"
436285,"Engineer","1993-12-13","9999-01-01"
436286,"Senior Engineer","1989-10-17","1999-11-16"
436287,"Assistant Engineer","1995-11-06","9999-01-01"
436288,"Senior Staff","1996-10-02","9999-01-01"
436288,"Staff","1987-10-03","1996-10-02"
436289,"Engineer","1994-11-13","1999-11-13"
436289,"Senior Engineer","1999-11-13","9999-01-01"
436290,"Senior Staff","1996-09-02","9999-01-01"
436290,"Staff","1991-09-03","1996-09-02"
436291,"Engineer","1989-10-20","1998-10-20"
436291,"Senior Engineer","1998-10-20","9999-01-01"
436292,"Engineer","1991-02-17","1997-02-16"
436292,"Senior Engineer","1997-02-16","9999-01-01"
436293,"Engineer","1986-04-17","1993-04-17"
436293,"Senior Engineer","1993-04-17","9999-01-01"
436294,"Staff","1999-03-24","1999-11-15"
436295,"Senior Engineer","1994-09-05","1998-02-07"
436296,"Engineer","1992-11-16","1999-11-17"
436296,"Senior Engineer","1999-11-17","9999-01-01"
436297,"Senior Staff","2000-11-22","9999-01-01"
436297,"Staff","1995-11-23","2000-11-22"
436298,"Staff","1994-11-25","9999-01-01"
436299,"Senior Staff","1993-06-11","9999-01-01"
436300,"Senior Staff","1999-05-17","9999-01-01"
436300,"Staff","1992-05-16","1999-05-17"
436301,"Engineer","1985-06-13","1991-06-13"
436301,"Senior Engineer","1991-06-13","9999-01-01"
436302,"Senior Staff","1991-03-17","9999-01-01"
436302,"Staff","1985-03-17","1991-03-17"
436303,"Staff","1991-02-02","1999-02-02"
436304,"Engineer","1986-07-19","1994-07-19"
436304,"Senior Engineer","1994-07-19","9999-01-01"
436305,"Senior Staff","1995-06-22","9999-01-01"
436305,"Staff","1987-06-22","1995-06-22"
436306,"Senior Staff","1999-02-24","2000-06-17"
436307,"Senior Engineer","1985-11-18","9999-01-01"
436308,"Engineer","1993-05-20","1999-05-20"
436308,"Senior Engineer","1999-05-20","9999-01-01"
436309,"Staff","1997-04-05","2002-01-31"
436310,"Technique Leader","1998-04-15","2001-12-16"
436311,"Engineer","1998-03-30","9999-01-01"
436312,"Staff","1998-04-19","9999-01-01"
