emp_no,salary,from_date,to_date
494519,52457,1997-03-02,1998-03-02
494520,40000,1989-01-25,1990-01-25
494521,40000,1986-10-20,1987-10-20
494522,66871,1989-12-09,1990-12-09
494523,62227,1985-09-07,1986-09-07
494524,46966,1985-03-22,1986-03-22
494525,45304,1992-03-18,1993-03-18
494526,40000,1991-01-23,1992-01-23
494527,55304,1997-09-29,1998-09-29
494528,71259,1986-04-28,1987-04-28
494529,66320,1992-02-22,1993-02-21
494530,70450,1996-12-30,1997-12-30
494531,74178,1992-04-03,1993-04-03
494532,66447,1985-04-03,1986-04-03
494533,49706,1987-01-02,1988-01-02
494534,40000,1989-10-25,1990-10-25
494535,57646,1987-12-21,1988-12-20
494536,55711,1991-10-17,1992-07-08
494537,56264,1992-04-08,1993-04-08
494538,83615,1997-12-04,1998-12-04
494539,45681,1989-12-30,1990-12-30
494540,67575,1992-11-06,1993-11-06
494541,74107,1997-08-18,1998-08-18
494542,58679,1996-05-25,1997-05-25
494543,56943,1999-04-24,2000-04-23
494544,112730,1988-06-11,1989-06-11
494545,40000,1996-01-27,1997-01-26
494546,50732,1994-04-20,1995-04-20
494547,74074,1989-02-22,1990-02-22
494548,47302,1992-02-13,1993-02-12
494549,70893,1989-01-02,1990-01-02
494550,46910,1985-10-12,1986-10-12
494551,44429,1994-07-24,1995-07-24
494552,43716,1997-11-10,1998-11-10
494553,40000,1988-09-29,1989-09-29
494554,40000,1986-09-09,1987-09-09
494555,50723,1998-01-04,1999-01-04
494556,79317,1996-08-12,1997-08-12
494557,77925,1991-01-10,1992-01-10
494558,40000,1999-03-23,2000-03-22
494559,40000,1993-11-23,1994-11-23
494560,65692,1994-01-18,1995-01-18
494561,76749,1993-04-01,1994-04-01
494562,40000,1987-06-22,1988-06-21
494563,40000,1989-06-29,1990-06-29
494564,40000,1997-08-16,1998-08-16
494565,76510,1998-05-20,1999-05-20
494566,63784,1997-08-08,1998-08-08
494567,40000,1997-09-21,1998-09-21
494568,46560,1999-11-30,2000-11-29
494569,40000,1990-03-30,1991-03-30
494570,40000,1997-05-16,1998-05-16
494571,51544,1994-03-09,1995-03-09
494572,50800,1996-10-04,1997-10-04
494573,40000,1987-11-25,1988-11-24
494574,40000,1985-07-23,1986-07-23
494575,41335,1991-12-30,1992-12-29
494576,66836,1998-02-20,1999-02-20
494577,41754,1990-08-02,1991-08-02
494578,61521,1998-05-13,1999-05-13
494579,52761,1992-09-08,1993-09-08
494580,84159,1996-07-04,1997-07-04
494581,40000,1989-05-18,1990-05-18
494582,46148,1996-01-02,1997-01-01
494583,54082,1995-04-21,1996-04-20
494584,40000,1997-01-01,1998-01-01
494585,40000,1988-03-18,1989-03-18
494586,40000,1989-05-17,1990-05-17
494587,54637,1988-05-04,1989-05-04
494588,45630,1991-02-09,1992-02-09
494589,40000,1999-09-02,2000-09-01
494590,64862,1993-05-01,1994-05-01
494591,48032,1990-12-27,1991-12-27
494592,55662,1995-04-25,1996-04-24
494593,49206,1989-12-27,1990-12-27
494594,40000,1989-12-21,1990-12-21
494595,56274,1985-05-20,1986-05-20
494596,40000,1988-10-24,1989-10-24
494597,40000,1998-05-28,1999-05-28
494598,56204,1997-04-25,1998-04-25
494599,40000,1996-02-06,1997-02-05
494600,73152,1999-07-04,2000-07-03
494601,40000,1992-11-17,1993-11-17
494602,66406,1985-12-15,1986-12-15
494603,55720,1991-05-24,1992-05-23
494604,40000,1995-06-23,1996-06-22
494605,55487,1997-08-05,1998-08-05
494606,54419,1998-07-22,1999-07-22
494607,59836,1997-11-14,1998-11-14
494608,75403,1994-07-30,1995-07-30
494609,40000,1992-06-22,1993-06-22
494610,40000,1989-07-17,1990-07-17
494611,40000,1986-05-28,1987-05-28
494612,68027,1997-12-29,1998-12-29
494613,40000,1986-01-23,1987-01-23
494614,53876,1989-12-30,1990-12-30
494615,43307,1987-02-06,1988-02-06
494616,40000,1999-06-03,2000-06-02
494617,49651,1990-10-06,1991-10-06
494618,46266,1985-07-12,1986-07-12
494619,40000,2000-01-27,2000-05-17
494620,70559,1990-01-22,1991-01-22
494621,48540,1993-06-07,1994-06-07
494622,53377,1992-10-23,1993-10-23
494623,40000,1991-08-04,1992-08-03
494624,53215,1995-09-25,1996-09-24
494625,41413,1989-09-07,1990-09-07
494626,40571,1988-08-31,1989-08-31
494627,50195,1991-11-15,1992-11-14
494628,45151,1996-03-28,1997-03-28
494629,51950,1992-02-09,1993-02-08
494630,45895,1988-09-19,1989-09-19
494631,44839,1986-07-13,1987-07-13
494632,46007,1988-07-09,1989-07-09
494633,40000,1990-10-29,1991-10-29
494634,51202,1991-02-19,1992-02-19
494635,40000,1998-01-26,1999-01-26
494636,79854,1994-05-03,1995-05-03
494637,52473,1989-06-06,1990-06-06
494638,40000,1989-07-13,1990-07-13
494639,81061,1997-06-20,1998-06-20
494640,53272,1994-12-06,1995-12-06
494641,64999,1995-04-27,1996-04-26
494642,57404,1987-10-14,1988-10-13
494643,51281,1993-01-16,1994-01-16
494644,40000,1999-07-25,2000-07-24
494645,40000,1991-01-11,1992-01-11
494646,40000,1998-06-23,1999-06-23
494647,55720,1995-04-09,1996-04-08
494648,40000,1986-11-24,1987-11-24
494649,40000,1986-10-18,1987-10-18
494650,52368,1985-08-14,1986-08-14
494651,46394,1996-03-04,1997-03-04
494652,49422,1992-12-16,1993-12-16
494653,44834,2000-01-13,2001-01-12
494654,40000,1996-08-07,1997-08-07
494655,50381,1996-03-18,1997-03-18
494656,71833,1996-10-28,1997-10-28
494657,40000,1988-12-14,1989-12-14
494658,69592,1997-08-15,1998-08-15
494659,43282,1999-05-09,2000-05-08
494660,40000,1995-02-15,1996-02-15
494661,81237,1995-08-05,1996-08-04
494662,70393,1986-04-19,1987-04-19
494663,75082,1989-02-04,1990-02-04
494664,48444,1999-05-08,2000-05-07
494665,64748,1993-02-09,1994-02-09
494666,72181,1994-12-13,1995-12-13
494667,57312,1998-11-13,1999-11-13
494668,74479,1990-02-20,1991-02-20
494669,40000,1987-12-10,1988-12-09
494670,54493,1992-10-07,1993-10-07
494671,64531,1990-01-09,1991-01-09
494672,47448,1995-11-03,1996-11-02
494673,40000,1989-10-07,1990-10-07
494674,59839,1990-01-23,1991-01-23
494675,52363,1999-03-08,2000-03-07
494676,50202,1993-04-20,1994-04-20
494677,48217,1995-12-11,1996-12-10
494678,58765,1987-12-22,1988-12-21
494679,57303,1989-04-06,1990-04-06
494680,54298,1997-03-07,1998-03-07
494681,40000,1997-01-20,1998-01-20
494682,40000,1992-04-12,1993-04-12
494683,62561,1994-11-21,1995-11-21
494684,40000,1990-01-10,1991-01-10
494685,60000,1991-11-09,1992-11-08
494686,50465,1990-05-08,1991-05-08
494687,71934,1993-04-13,1994-04-13
494688,40000,1994-01-28,1995-01-28
494689,48762,1997-08-31,1998-08-31
494690,40000,1985-12-16,1986-12-16
494691,40000,1985-11-05,1986-11-05
494692,40000,1987-01-06,1988-01-06
494693,55197,1996-09-18,1997-09-18
494694,40000,1997-05-18,1998-05-18
494695,63434,1993-12-07,1994-12-07
494696,79440,1992-10-27,1993-10-27
494697,47675,1999-07-09,2000-07-08
494698,40000,1995-02-16,1996-02-16
494699,40000,1994-04-04,1995-04-04
494700,43224,1985-08-05,1986-08-05
494701,41282,1988-08-06,1989-08-06
494702,100610,1996-10-05,1997-10-05
494703,40000,1985-05-02,1986-05-02
494704,40000,1988-05-01,1989-05-01
494705,40000,1989-05-03,1990-05-03
494706,56306,1987-05-17,1988-05-16
494707,49658,1996-04-08,1997-04-08
494708,40000,1990-10-14,1991-10-14
494709,40000,1994-09-12,1995-09-12
494710,40000,1990-10-29,1991-10-29
494711,40000,1987-12-09,1988-12-08
494712,71070,1989-11-12,1990-11-12
494713,43321,1986-11-29,1987-11-29
494714,54537,1988-04-17,1989-04-17
494715,68472,1999-04-04,2000-04-03
494716,40000,1993-07-07,1994-07-07
494717,40000,1991-12-04,1992-12-03
494718,78720,1987-05-10,1988-05-09
494719,86240,1997-11-09,1998-11-09
494720,83067,1993-09-25,1994-09-25
494721,40000,1991-08-25,1992-08-24
494722,57389,1986-10-06,1987-10-06
494723,85190,1989-12-04,1990-12-04
494724,62763,1987-01-19,1988-01-19
494725,40000,1994-06-28,1995-06-28
494726,70061,1989-01-01,1990-01-01
494727,40000,1993-05-21,1994-05-21
494728,40000,1995-12-09,1996-12-08
494729,46502,1991-09-27,1992-09-26
494730,68735,1994-12-03,1995-12-03
494731,40000,1991-11-26,1992-11-25
494732,92563,1992-07-13,1993-07-13
494733,77656,1990-09-01,1991-09-01
494734,85269,1987-01-14,1988-01-14
494735,40000,1999-05-02,2000-05-01
494736,40000,1991-07-05,1992-07-04
494737,57934,2000-01-05,2001-01-04
494738,40000,1985-07-24,1986-07-24
494739,58302,1995-06-08,1996-06-07
494740,63018,1997-03-22,1998-03-22
494741,42061,1994-09-18,1995-09-18
494742,40000,1998-12-09,1999-12-09
494743,42948,1988-08-07,1989-08-07
494744,83321,1985-12-25,1986-12-25
494745,40000,1994-05-04,1995-05-04
494746,40000,1988-04-16,1989-04-16
494747,52507,1990-05-08,1991-05-08
494748,65316,1997-10-27,1998-10-27
494749,40000,1988-08-20,1989-08-20
494750,54655,1998-03-30,1999-03-30
494751,63822,1989-02-02,1990-02-02
494752,62683,1988-05-09,1989-05-09
494753,40000,1989-02-12,1990-02-12
494754,45609,1999-10-01,2000-09-30
494755,63592,1992-06-02,1993-06-02
494756,47720,1999-12-26,2000-12-25
494757,62320,1997-04-03,1998-04-03
494758,53849,1993-07-25,1994-07-25
494759,64054,1987-11-28,1988-11-27
494760,67216,1988-05-12,1989-05-12
494761,40000,1988-03-30,1989-03-30
494762,84371,1996-09-20,1997-09-20
494763,40073,1986-10-14,1987-10-14
494764,40000,1993-11-13,1994-08-08
494765,55096,1988-10-20,1989-10-20
494766,61428,1992-09-11,1993-09-11
494767,92838,1993-06-11,1994-06-11
494768,40000,1999-12-16,2000-12-15
494769,89302,1993-07-24,1994-07-24
494770,40000,1999-10-27,2000-10-26
494771,48496,1986-01-20,1987-01-20
494772,43666,1989-05-10,1990-05-10
494773,48912,1986-12-29,1987-03-27
494774,54246,1996-04-17,1997-04-17
494775,58543,1989-10-07,1990-10-07
494776,40000,1986-05-20,1987-05-20
494777,40000,1991-09-19,1992-09-18
494778,54917,1989-03-30,1990-03-30
494779,45494,1999-04-10,2000-04-09
494780,71327,1988-04-23,1989-04-23
494781,64330,1989-04-02,1990-04-02
494782,40000,1989-06-12,1990-06-12
494783,40000,1986-06-11,1987-06-11
494784,56071,1996-02-10,1997-02-09
494785,40000,1995-11-27,1996-11-26
494786,40000,1987-09-07,1988-09-06
494787,40000,1996-10-31,1997-10-31
494788,75092,1999-12-18,2000-12-17
494789,40000,1994-08-10,1995-08-10
494790,47105,1993-03-10,1994-03-10
494791,54378,1995-09-20,1996-09-19
494792,45353,1987-08-28,1988-08-27
494793,61484,1997-12-07,1998-12-07
494794,42245,1999-05-21,2000-05-20
494795,47035,1990-01-26,1991-01-26
494796,40000,1999-04-22,2000-04-21
494797,42772,1998-06-02,1999-06-02
494798,40000,1986-10-09,1987-10-09
494799,40000,1997-08-31,1998-08-31
494800,51784,1994-12-14,1995-12-14
494801,55565,1989-08-10,1990-08-10
494802,40000,1993-01-02,1994-01-02
494803,50072,1988-01-23,1989-01-22
494804,40000,1987-02-08,1988-02-08
494805,68121,1994-11-21,1995-11-21
494806,40000,1995-03-10,1996-03-09
494807,50562,1987-09-15,1988-09-14
494808,96014,1998-11-03,1999-11-03
494809,48194,1991-04-27,1992-04-26
494810,40000,1999-09-07,2000-09-06
494811,65615,1987-11-29,1988-11-28
494812,74915,1998-11-20,1999-04-19
494813,50007,1987-02-10,1988-02-10
494814,40000,1995-05-08,1996-05-07
494815,69805,1994-08-28,1995-08-28
494816,52915,1998-11-05,1999-11-05
494817,47847,1999-05-21,2000-05-20
494818,40000,1996-07-05,1997-07-05
494819,47635,1993-07-16,1994-07-16
494820,85208,1989-01-10,1990-01-10
494821,81278,1993-01-23,1993-06-17
494822,77435,1987-11-11,1988-11-10
494823,62169,1991-03-15,1992-03-14
494824,95827,1988-04-09,1989-04-09
494825,43845,1992-07-10,1993-07-10
494826,55759,1999-05-10,2000-05-09
494827,40000,1986-09-26,1987-09-26
494828,60021,1999-10-18,2000-10-17
494829,87683,1994-10-14,1995-10-14
494830,49886,1985-04-05,1986-04-05
494831,58843,1997-05-29,1998-05-29
494832,40000,1989-05-10,1990-05-10
494833,47144,1991-06-17,1992-06-16
494834,86012,1997-08-29,1998-08-29
494835,65198,1987-12-31,1988-12-30
494836,51613,1993-12-17,1994-12-17
494837,40000,1991-09-04,1992-09-03
494838,71526,1986-04-05,1987-04-05
494839,48772,1991-09-16,1992-09-15
494840,44708,1993-12-05,1994-12-05
494841,53188,1989-07-31,1990-07-31
494842,40000,1997-09-03,1998-09-03
494843,94482,1988-06-04,1989-06-04
494844,40000,1993-05-05,1994-05-05
494845,53727,1992-08-17,1993-08-17
494846,71267,1994-04-09,1995-04-09
494847,93833,1997-06-20,1998-06-20
494848,60209,1988-11-13,1989-11-13
494849,73358,1996-03-11,1997-03-11
494850,43741,1994-04-23,1995-04-23
494851,67481,1987-09-16,1988-03-28
494852,52545,1999-05-27,2000-05-26
494853,72948,1995-06-21,1996-06-20
494854,73340,1992-04-19,1993-04-19
494855,80922,1997-01-24,1998-01-24
494856,40000,1994-04-20,1995-04-20
494857,52271,1987-09-05,1988-09-04
494858,40000,1995-07-03,1996-07-02
494859,51361,1986-12-11,1987-12-11
494860,40000,1985-09-27,1986-09-27
494861,48661,1990-11-22,1991-11-22
494862,40000,1999-12-17,2000-12-16
494863,54003,1989-02-06,1990-02-06
494864,65482,1986-04-23,1987-04-23
494865,40000,1985-09-04,1986-09-04
494866,40000,1986-10-17,1987-10-17
494867,54731,1998-10-31,1999-10-31
494868,61992,1986-02-18,1987-02-18
494869,57105,1986-10-29,1987-10-29
494870,78065,1997-03-22,1998-03-22
494871,44995,1998-02-14,1999-02-14
494872,80100,1999-08-13,2000-08-12
494873,48201,1990-02-12,1991-02-12
494874,40000,1997-07-14,1998-07-14
494875,70869,1991-07-03,1992-07-02
494876,40000,1990-06-09,1991-06-09
494877,40000,1993-01-06,1994-01-06
494878,40000,1998-02-17,1999-02-17
494879,53644,2000-01-26,2001-01-25
494880,40000,1989-07-04,1990-07-04
494881,64544,1993-08-28,1994-08-28
494882,40000,1998-12-02,1999-12-02
494883,61453,1985-12-27,1986-12-27
494884,51976,1994-07-03,1995-07-03
494885,79216,1999-03-10,2000-03-09
494886,54898,1991-08-07,1992-08-06
494887,92520,1985-03-29,1986-03-29
494888,40000,1995-12-11,1996-12-10
494889,53219,1992-11-24,1993-11-24
494890,61038,1997-09-17,1998-09-17
494891,40000,1991-02-24,1992-02-24
494892,65987,1998-12-15,1999-12-15
494893,44055,1999-01-16,2000-01-16
494894,40000,1995-01-12,1996-01-12
494895,52128,1994-07-04,1995-07-04
494896,40000,1986-08-28,1987-08-28
494897,40000,1990-06-01,1991-06-01
494898,48474,1988-06-06,1989-06-06
494899,40534,1988-07-07,1989-07-07
494900,50289,1995-06-10,1996-06-09
494901,53386,1996-01-23,1997-01-22
494902,79930,1990-05-23,1991-05-23
494903,90532,1998-02-16,1999-02-16
494904,49387,1989-08-26,1990-08-26
494905,54981,1985-06-24,1986-06-24
494906,40000,1985-04-26,1986-04-26
494907,47351,1988-05-08,1989-05-08
494908,62672,1997-09-20,1998-09-20
494909,57727,1990-10-10,1991-10-10
494910,64597,1995-11-27,1996-11-26
494911,76349,1985-05-02,1986-05-02
494912,48141,1989-05-31,1990-05-31
494913,40000,2000-01-07,2001-01-06
494914,40000,1999-05-14,2000-05-13
494915,44165,1986-12-17,1987-12-17
494916,48684,1998-09-20,1999-09-20
494917,60378,1997-12-31,1998-12-31
494918,40000,1990-08-07,1991-08-07
494919,40000,1991-07-14,1992-07-13
494920,47863,1994-10-06,1995-10-06
494921,69193,1995-03-02,1996-03-01
494922,40000,1994-04-03,1995-04-03
494923,40000,1988-12-31,1989-12-31
494924,40000,1993-05-20,1994-05-20
494925,58056,1996-03-27,1997-03-27
494926,46268,1997-04-26,1998-04-26
494927,40000,1988-11-01,1989-11-01
494928,83071,1985-02-12,1986-02-12
494929,70870,1987-06-26,1988-06-25
494930,40442,1993-11-21,1994-11-21
494931,41333,1992-04-15,1993-04-15
494932,47068,1985-12-20,1986-12-20
494933,68308,1985-02-23,1986-02-23
494934,52068,1988-12-02,1989-12-02
494935,70536,1989-04-05,1990-04-05
494936,40000,1985-08-29,1986-08-29
494937,45132,1987-09-03,1988-09-02
494938,40000,1993-01-08,1994-01-08
494939,40000,1986-06-11,1987-06-11
494940,46379,1994-02-18,1995-02-18
494941,56579,1985-11-28,1986-11-28
494942,40000,1990-10-27,1991-10-27
494943,61570,1993-10-07,1994-10-07
494944,46080,1985-08-13,1986-08-13
494945,48764,1988-05-11,1989-05-11
494946,51443,1986-01-09,1987-01-09
494947,43893,1990-04-19,1991-04-19
494948,40000,1990-12-05,1991-12-05
494949,44899,1987-10-15,1988-10-14
494950,46553,1992-01-09,1993-01-08
494951,72851,1994-01-11,1995-01-11
494952,40000,1987-09-03,1988-09-02
494953,40000,1991-04-28,1992-04-27
494954,41688,1997-11-09,1998-11-09
494955,91927,1991-12-04,1992-12-03
494956,40162,1999-07-15,2000-07-14
494957,40000,1998-03-28,1999-03-28
494958,66834,1985-05-28,1986-05-28
494959,57253,1997-07-30,1998-07-30
494960,40000,1985-03-24,1986-03-24
494961,64478,1993-03-05,1994-03-05
494962,43768,1989-10-30,1990-10-30
494963,54720,1988-09-30,1989-09-30
494964,40000,1989-06-13,1990-06-13
494965,65524,1997-06-06,1998-06-06
494966,82596,1996-10-25,1997-10-25
494967,60411,1990-09-11,1991-09-11
494968,69532,1998-01-08,1999-01-08
494969,56008,1987-05-30,1988-05-29
494970,46496,1996-07-30,1997-07-30
494971,40000,1999-01-08,2000-01-08
494972,40000,1991-04-30,1992-04-29
494973,76564,1991-12-03,1992-12-02
494974,43200,1996-04-12,1997-04-12
494975,42394,1997-03-26,1998-03-26
494976,41582,1985-04-25,1986-04-25
494977,40000,1999-04-29,2000-04-28
494978,50846,1999-07-09,2000-07-08
494979,40000,1994-09-18,1995-09-18
494980,45293,1996-10-02,1997-10-02
494981,40000,1990-12-09,1991-12-09
494982,65409,1993-05-07,1994-05-07
494983,40000,1990-04-04,1991-04-03
494984,42648,1999-08-31,2000-08-30
494985,66992,1994-03-18,1995-03-18
494986,40000,1990-08-02,1991-08-02
494987,59643,1994-07-14,1995-07-14
494988,58275,1992-09-21,1993-09-21
494989,40000,1987-06-21,1988-06-20
494990,40000,1992-06-11,1993-06-11
494991,55216,1987-02-05,1988-02-05
494992,62443,1987-12-29,1988-12-28
494993,49345,1997-11-03,1998-11-03
494994,52805,1994-01-05,1995-01-05
494995,61003,1989-08-24,1990-08-24
494996,44278,1989-06-02,1990-06-02
494997,66774,1985-02-21,1986-02-21
494998,46828,1997-09-10,1998-09-10
494999,42244,1987-04-11,1987-09-14
495000,43537,1985-06-23,1986-06-23
495001,63401,1992-02-21,1993-02-20
495002,64358,1997-07-28,1998-07-28
495003,40000,1993-05-04,1994-05-04
495004,40708,1993-09-28,1994-09-28
495005,43504,1995-07-19,1996-07-18
495006,87574,1990-07-30,1991-07-30
495007,52013,1986-06-05,1987-06-05
495008,46347,1996-06-09,1997-06-09
495009,40000,1992-07-24,1993-07-24
495010,40000,1988-05-27,1989-05-27
495011,54970,1999-08-24,2000-08-23
495012,40000,1989-08-14,1990-08-14
495013,40000,1994-07-13,1995-07-13
495014,40000,1987-06-14,1988-06-13
495015,40000,1988-01-27,1989-01-26
495016,40000,1985-04-26,1986-04-26
495017,64152,1997-07-26,1998-07-26
495018,46688,1992-05-29,1993-05-29
495019,54339,1999-09-21,2000-09-20
495020,56634,1989-12-28,1990-12-28
495021,61072,1994-08-05,1995-08-05
495022,40000,1987-09-22,1988-09-21
495023,83064,1998-12-15,1999-12-15
495024,66918,1999-05-04,2000-05-03
495025,46404,1999-03-22,2000-03-21
495026,74365,1989-11-14,1990-11-14
495027,49045,1998-06-17,1999-06-17
495028,65433,1989-02-09,1989-03-24
495029,51962,1989-06-06,1990-06-06
495030,63977,1987-04-09,1988-04-08
495031,58939,1997-04-17,1998-04-17
495032,40000,1998-06-27,1999-06-27
495033,63432,1992-10-16,1993-10-16
495034,62948,1988-09-15,1989-09-15
495035,65014,1992-08-27,1993-08-27
495036,60982,1992-06-18,1993-06-18
495037,45336,1995-03-22,1996-03-21
495038,72130,1995-04-27,1996-04-26
495039,46166,1987-01-26,1988-01-26
495040,68076,1991-12-12,1992-12-11
495041,52538,1986-12-02,1987-12-02
495042,55605,1985-07-18,1986-07-18
495043,68698,1995-09-09,1996-09-08
495044,40000,1990-06-23,1991-06-23
495045,59267,1997-03-28,1998-03-28
495046,40593,1996-12-16,1997-12-16
495047,40000,1985-04-28,1986-04-28
495048,43458,1989-01-07,1990-01-07
495049,40000,1989-08-27,1990-08-27
495050,85560,1998-07-27,1999-07-27
495051,53477,1987-07-22,1988-07-21
495052,43351,1985-11-03,1986-11-03
495053,79727,1988-11-18,1989-11-18
495054,53995,1986-12-24,1987-12-24
495055,52044,1988-01-15,1989-01-14
495056,43189,1996-04-09,1997-04-09
495057,40000,1994-07-06,1995-07-06
495058,40000,1999-10-07,2000-10-06
495059,45857,1987-09-13,1988-09-12
495060,44011,1993-02-02,1994-02-02
495061,71640,1994-03-01,1995-03-01
495062,70608,1994-08-19,1995-08-19
495063,89830,1994-01-04,1995-01-04
495064,59752,1996-05-15,1997-05-15
495065,73193,1994-04-22,1995-04-22
495066,40000,1998-01-12,1999-01-12
495067,74486,1986-12-28,1987-12-28
495068,47725,1992-10-10,1993-10-10
495069,40000,1998-04-28,1999-04-28
495070,40000,1992-08-19,1993-08-19
495071,40000,1989-11-22,1990-11-22
495072,60722,1997-11-16,1998-11-16
495073,51291,1994-05-25,1995-05-25
495074,68282,1988-04-25,1989-04-25
495075,55977,1988-10-10,1989-10-10
495076,43173,1991-05-11,1992-05-10
495077,52553,2000-01-05,2000-04-21
495078,46987,1992-06-01,1993-06-01
495079,77175,1998-04-04,1999-04-04
495080,48566,1993-12-19,1994-12-19
495081,90023,1985-08-24,1986-08-24
495082,67789,1995-09-05,1996-09-04
495083,62975,1992-11-16,1993-11-16
495084,40833,1996-09-06,1997-09-06
495085,67516,1997-04-24,1998-04-24
495086,40000,1986-06-17,1987-06-17
495087,40000,1994-05-09,1995-05-09
495088,41372,1986-10-24,1987-10-24
495089,48602,1991-03-13,1992-03-12
495090,40302,1997-01-16,1998-01-16
495091,51516,1999-12-16,2000-12-15
495092,46684,1992-09-01,1993-09-01
495093,40000,1993-06-23,1994-06-23
495094,52531,1987-03-28,1988-03-27
495095,40000,1995-12-09,1996-12-08
495096,40000,1998-02-19,1999-02-19
495097,40000,1989-11-18,1990-11-18
495098,40552,1986-12-07,1987-12-07
495099,40000,1997-08-11,1998-08-11
495100,71143,1985-07-09,1986-07-09
495101,67546,1992-02-24,1993-02-23
495102,47537,1996-02-08,1997-02-07
495103,81281,1989-05-08,1990-05-08
495104,56250,1990-02-25,1991-02-25
495105,101656,1987-11-08,1988-11-07
